IPA Segment,syl,son,cons,cont,delrel,lat,nas,strid,voi,sg,cg,ant,cor,distr,lab,hi,lo,back,round,tense,long
ʄʷː,-,-,+,-,-,-,-,0,+,-,+,-,-,0,-,+,-,+,+,0,+
ʈʷː,-,-,+,-,-,-,-,-,-,-,-,-,+,-,-,+,-,+,+,0,+
ʛʷː,-,-,+,-,-,-,-,0,+,-,+,-,-,0,-,+,-,+,+,0,+
bʷː,-,-,+,-,-,-,-,0,+,-,-,+,-,0,+,+,-,+,+,0,+
b͡dʷː,-,-,+,-,-,-,-,0,+,-,-,+,+,-,+,+,-,+,+,0,+
dʷː,-,-,+,-,-,-,-,-,+,-,-,+,+,-,-,+,-,+,+,0,+
d̪ʷː,-,-,+,-,-,-,-,-,+,-,-,+,+,+,-,+,-,+,+,0,+
pʷː,-,-,+,-,-,-,-,0,-,-,-,+,-,0,+,+,-,+,+,0,+
p͡tʷː,-,-,+,-,-,-,-,0,-,-,-,+,+,-,+,+,-,+,+,0,+
tʷː,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,+,+,0,+
t̪ʷː,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,+,+,0,+
ɓʷː,-,-,+,-,-,-,-,0,+,-,+,+,-,0,+,+,-,+,+,0,+
ɗʷː,-,-,+,-,-,-,-,-,+,-,+,+,+,-,-,+,-,+,+,0,+
b͡βʷː,-,-,+,-,+,-,-,0,+,-,-,0,-,0,+,+,0,+,+,0,+
k͡xʷː,-,-,+,-,+,-,-,0,-,-,-,0,-,0,-,+,-,+,+,0,+
p͡ɸʷː,-,-,+,-,+,-,-,0,-,-,-,0,-,0,+,+,0,+,+,0,+
q͡χʷː,-,-,+,-,+,-,-,0,-,-,-,0,-,0,-,+,-,+,+,0,+
ɡ͡ɣʷː,-,-,+,-,+,-,-,0,+,-,-,0,-,0,-,+,-,+,+,0,+
ɢ͡ʁʷː,-,-,+,-,+,-,-,0,+,-,-,0,-,0,-,+,-,+,+,0,+
c͡çʷː,-,-,+,-,+,-,-,-,-,-,-,-,+,+,-,+,-,+,+,0,+
d͡ʒʷː,-,-,+,-,+,-,-,+,+,-,-,-,+,+,-,+,-,+,+,0,+
t͡ʃʷː,-,-,+,-,+,-,-,+,-,-,-,-,+,+,-,+,-,+,+,0,+
ɖ͡ʐʷː,-,-,+,-,+,-,-,+,+,-,-,-,+,-,-,+,0,+,+,0,+
ɟ͡ʝʷː,-,-,+,-,+,-,-,0,+,-,-,-,+,+,-,+,-,+,+,0,+
ʈ͡ʂʷː,-,-,+,-,+,-,-,+,-,-,-,-,+,-,-,+,0,+,+,0,+
b͡vʷː,-,-,+,-,+,-,-,0,+,-,-,+,-,0,+,+,-,+,+,0,+
d̪͡z̪ʷː,-,-,+,-,+,-,-,+,+,-,-,+,+,+,-,+,0,+,+,0,+
d̪͡ðʷː,-,-,+,-,+,-,-,-,+,-,-,+,+,+,-,+,0,+,+,0,+
d̪͡ɮ̪ʷː,-,-,+,-,+,+,-,-,+,-,-,+,+,+,-,+,0,+,+,0,+
d͡zʷː,-,-,+,-,+,-,-,+,+,-,-,+,+,-,-,+,-,+,+,0,+
d͡ɮʷː,-,-,+,-,+,+,-,-,+,-,-,+,+,-,-,+,0,+,+,0,+
d͡ʑʷː,-,-,+,-,+,-,-,+,+,-,-,+,+,+,-,+,-,+,+,0,+
p͡fʷː,-,-,+,-,+,-,-,0,-,-,-,+,-,0,+,+,-,+,+,0,+
t̪͡s̪ʷː,-,-,+,-,+,-,-,+,-,-,-,+,+,+,-,+,0,+,+,0,+
t̪͡ɬ̪ʷː,-,-,+,-,+,+,-,-,-,-,-,+,+,+,-,+,0,+,+,0,+
t̪͡θʷː,-,-,+,-,+,-,-,-,-,-,-,+,+,+,-,+,0,+,+,0,+
t͡sʷː,-,-,+,-,+,-,-,+,-,-,-,+,+,-,-,+,-,+,+,0,+
t͡ɕʷː,-,-,+,-,+,-,-,+,-,-,-,+,+,+,-,+,-,+,+,0,+
t͡ɬʷː,-,-,+,-,+,+,-,-,-,-,-,+,+,-,-,+,0,+,+,0,+
xʷː,-,-,+,+,-,-,-,0,-,-,-,-,-,0,-,+,-,+,+,0,+
çʷː,-,-,+,+,-,-,-,0,-,-,-,-,-,0,-,+,-,+,+,0,+
ħʷː,-,-,+,+,-,-,-,0,-,-,-,-,-,0,-,+,+,+,+,0,+
ɣʷː,-,-,+,+,-,-,-,0,+,-,-,-,-,0,-,+,-,+,+,0,+
ʁʷː,-,-,+,+,-,-,-,0,+,-,-,-,-,0,-,+,-,+,+,0,+
ʂʷː,-,-,+,+,-,-,-,+,-,-,-,-,+,-,-,+,-,+,+,0,+
ʃʷː,-,-,+,+,-,-,-,+,-,-,-,-,+,+,-,+,-,+,+,0,+
ʐʷː,-,-,+,+,-,-,-,+,+,-,-,-,+,-,-,+,-,+,+,0,+
ʒʷː,-,-,+,+,-,-,-,+,+,-,-,-,+,+,-,+,-,+,+,0,+
ʕʷː,-,-,+,+,-,-,-,0,+,-,-,-,-,0,-,+,+,+,+,0,+
ʝʷː,-,-,+,+,-,-,-,0,+,-,-,-,-,0,-,+,-,+,+,0,+
χʷː,-,-,+,+,-,-,-,0,-,-,-,-,-,0,-,+,-,+,+,0,+
fʷː,-,-,+,+,-,-,-,0,-,-,-,+,-,0,+,+,-,+,+,0,+
sʷː,-,-,+,+,-,-,-,+,-,-,-,+,+,-,-,+,-,+,+,0,+
s̪ʷː,-,-,+,+,-,-,-,+,-,-,-,+,+,+,-,+,-,+,+,0,+
vʷː,-,-,+,+,-,-,-,0,+,-,-,+,-,0,+,+,-,+,+,0,+
zʷː,-,-,+,+,-,-,-,+,+,-,-,+,+,-,-,+,-,+,+,0,+
z̪ʷː,-,-,+,+,-,-,-,+,+,-,-,+,+,+,-,+,-,+,+,0,+
ðʷː,-,-,+,+,-,-,-,-,+,-,-,+,+,+,-,+,-,+,+,0,+
ɸʷː,-,-,+,+,-,-,-,0,-,-,-,+,-,0,+,+,-,+,+,0,+
βʷː,-,-,+,+,-,-,-,0,+,-,-,+,-,0,+,+,-,+,+,0,+
θʷː,-,-,+,+,-,-,-,-,-,-,-,+,+,+,-,+,-,+,+,0,+
ɧʷː,-,-,+,+,+,-,-,0,-,-,-,-,+,+,-,+,-,+,+,0,+
ɕʷː,-,-,+,+,+,-,-,+,-,-,-,+,+,+,-,+,-,+,+,0,+
ɬʷː,-,-,+,+,+,+,-,-,-,-,-,+,+,-,-,+,0,+,+,0,+
ɬ̪ʷː,-,-,+,+,+,+,-,-,-,-,-,+,+,+,-,+,0,+,+,0,+
ɮʷː,-,-,+,+,+,+,-,-,+,-,-,+,+,-,-,+,0,+,+,0,+
ʑʷː,-,-,+,+,+,-,-,+,+,-,-,+,+,+,-,+,-,+,+,0,+
ɱʷː,-,+,+,-,0,-,+,0,+,-,-,+,-,0,+,+,0,+,+,0,+
ʔʷː,-,+,-,-,-,-,-,0,-,-,+,-,-,0,-,+,-,+,+,0,+
ŋʷː,-,+,+,-,-,-,+,0,+,-,-,-,-,0,-,+,-,+,+,0,+
ɳʷː,-,+,+,-,-,-,+,-,+,-,-,-,+,0,-,+,-,+,+,0,+
ɴʷː,-,+,+,-,-,-,+,0,+,-,-,-,-,0,-,+,-,+,+,0,+
mʷː,-,+,+,-,-,-,+,0,+,-,-,+,-,0,+,+,-,+,+,0,+
nʷː,-,+,+,-,-,-,+,-,+,-,-,+,+,-,-,+,-,+,+,0,+
n̪ʷː,-,+,+,-,-,-,+,-,+,-,-,+,+,+,-,+,-,+,+,0,+
ɲʷː,-,+,+,-,-,-,+,-,+,-,-,+,-,0,-,+,-,+,+,0,+
ɥʷː,-,+,-,+,0,-,-,0,+,-,-,0,-,0,+,+,-,+,+,+,+
ɰʷː,-,+,-,+,0,-,-,0,+,-,-,0,-,0,-,+,-,+,+,+,+
ʋʷː,-,+,-,+,0,-,-,0,+,-,-,+,-,0,+,+,0,+,+,0,+
ʀʷː,-,+,+,+,0,-,-,0,+,-,-,0,-,0,-,+,-,+,+,0,+
ʙʷː,-,+,+,+,0,-,-,0,+,-,-,+,-,0,+,+,0,+,+,0,+
ʟʷː,-,+,+,+,0,+,-,0,+,-,-,0,-,0,-,+,-,+,+,0,+
ɭʷː,-,+,+,+,0,+,-,-,+,-,-,-,+,-,-,+,0,+,+,0,+
ɽʷː,-,+,+,+,0,-,-,-,+,-,-,-,+,-,-,+,0,+,+,0,+
ʎʷː,-,+,+,+,0,+,-,0,+,-,-,-,+,+,-,+,-,+,+,0,+
rʷː,-,+,+,+,0,-,-,-,+,-,-,+,+,-,-,+,0,+,+,0,+
r̪ʷː,-,+,+,+,0,-,-,-,+,-,-,+,+,+,-,+,0,+,+,0,+
ɫʷː,-,+,+,+,0,+,-,-,+,-,-,+,+,-,-,+,-,+,+,0,+
ɺʷː,-,+,+,+,0,+,-,-,+,-,-,+,+,-,-,+,0,+,+,0,+
ɾʷː,-,+,+,+,0,-,-,-,+,-,-,+,+,-,-,+,0,+,+,0,+
ʍʷː,-,+,-,+,-,-,-,0,-,-,-,-,-,0,+,+,-,+,+,0,+
hʷː,-,+,+,+,-,-,-,-,-,-,-,-,-,0,-,+,-,+,+,0,+
jʷː,-,+,-,+,-,-,-,0,+,-,-,-,-,0,-,+,-,+,+,0,+
wʷː,-,+,-,+,-,-,-,0,+,-,-,-,-,0,+,+,-,+,+,0,+
ɹʷː,-,+,-,+,-,-,-,-,+,-,-,-,+,-,-,+,-,+,+,0,+
ɻʷː,-,+,-,+,-,-,-,-,+,-,-,-,+,-,-,+,-,+,+,0,+
lʷː,-,+,+,+,-,+,-,-,+,-,-,+,+,-,-,+,-,+,+,0,+
l̪ʷː,-,+,+,+,-,+,-,-,+,-,-,+,+,+,-,+,-,+,+,0,+
ɦʷː,-,+,+,+,-,-,+,0,-,-,-,-,-,0,-,+,-,+,+,0,+
k͡pʲʼ,-,-,+,-,-,-,-,0,-,-,+,0,-,0,+,+,-,-,-,0,-
cʲʼ,-,-,+,-,-,-,-,0,-,-,+,-,-,0,-,+,-,-,-,0,-
kʲʼ,-,-,+,-,-,-,-,0,-,-,+,-,-,0,-,+,-,-,-,0,-
qʲʼ,-,-,+,-,-,-,-,0,-,-,+,-,-,0,-,+,-,-,-,0,-
ʈʲʼ,-,-,+,-,-,-,-,-,-,-,+,-,+,-,-,+,-,-,-,0,-
pʲʼ,-,-,+,-,-,-,-,0,-,-,+,+,-,0,+,+,-,-,-,0,-
p͡tʲʼ,-,-,+,-,-,-,-,0,-,-,+,+,+,-,+,+,-,-,-,0,-
tʲʼ,-,-,+,-,-,-,-,-,-,-,+,+,+,-,-,+,-,-,-,0,-
t̪ʲʼ,-,-,+,-,-,-,-,-,-,-,+,+,+,+,-,+,-,-,-,0,-
k͡xʲʼ,-,-,+,-,+,-,-,0,-,-,+,0,-,0,-,+,-,-,-,0,-
p͡ɸʲʼ,-,-,+,-,+,-,-,0,-,-,+,0,-,0,+,+,0,-,-,0,-
q͡χʲʼ,-,-,+,-,+,-,-,0,-,-,+,0,-,0,-,+,-,-,-,0,-
c͡çʲʼ,-,-,+,-,+,-,-,-,-,-,+,-,+,+,-,+,-,-,-,0,-
t͡ʃʲʼ,-,-,+,-,+,-,-,+,-,-,+,-,+,+,-,+,-,-,-,0,-
ʈ͡ʂʲʼ,-,-,+,-,+,-,-,+,-,-,+,-,+,-,-,+,0,-,-,0,-
p͡fʲʼ,-,-,+,-,+,-,-,0,-,-,+,+,-,0,+,+,-,-,-,0,-
t̪͡s̪ʲʼ,-,-,+,-,+,-,-,+,-,-,+,+,+,+,-,+,0,-,-,0,-
t̪͡ɬ̪ʲʼ,-,-,+,-,+,+,-,-,-,-,+,+,+,+,-,+,0,-,-,0,-
t̪͡θʲʼ,-,-,+,-,+,-,-,-,-,-,+,+,+,+,-,+,0,-,-,0,-
t͡sʲʼ,-,-,+,-,+,-,-,+,-,-,+,+,+,-,-,+,-,-,-,0,-
t͡ɕʲʼ,-,-,+,-,+,-,-,+,-,-,+,+,+,+,-,+,-,-,-,0,-
t͡ɬʲʼ,-,-,+,-,+,+,-,-,-,-,+,+,+,-,-,+,0,-,-,0,-
xʲʼ,-,-,+,+,-,-,-,0,-,-,+,-,-,0,-,+,-,-,-,0,-
çʲʼ,-,-,+,+,-,-,-,0,-,-,+,-,-,0,-,+,-,-,-,0,-
ħʲʼ,-,-,+,+,-,-,-,0,-,-,+,-,-,0,-,+,+,-,-,0,-
ʂʲʼ,-,-,+,+,-,-,-,+,-,-,+,-,+,-,-,+,-,-,-,0,-
ʃʲʼ,-,-,+,+,-,-,-,+,-,-,+,-,+,+,-,+,-,-,-,0,-
χʲʼ,-,-,+,+,-,-,-,0,-,-,+,-,-,0,-,+,-,-,-,0,-
fʲʼ,-,-,+,+,-,-,-,0,-,-,+,+,-,0,+,+,-,-,-,0,-
sʲʼ,-,-,+,+,-,-,-,+,-,-,+,+,+,-,-,+,-,-,-,0,-
s̪ʲʼ,-,-,+,+,-,-,-,+,-,-,+,+,+,+,-,+,-,-,-,0,-
ɸʲʼ,-,-,+,+,-,-,-,0,-,-,+,+,-,0,+,+,-,-,-,0,-
θʲʼ,-,-,+,+,-,-,-,-,-,-,+,+,+,+,-,+,-,-,-,0,-
ɧʲʼ,-,-,+,+,+,-,-,0,-,-,+,-,+,+,-,+,-,-,-,0,-
ɕʲʼ,-,-,+,+,+,-,-,+,-,-,+,+,+,+,-,+,-,-,-,0,-
ɬʲʼ,-,-,+,+,+,+,-,-,-,-,+,+,+,-,-,+,0,-,-,0,-
ɬ̪ʲʼ,-,-,+,+,+,+,-,-,-,-,+,+,+,+,-,+,0,-,-,0,-
k͡pʲʷ,-,-,+,-,-,-,-,0,-,-,-,0,-,0,+,+,-,+,+,0,-
ɡ͡bʲʷ,-,-,+,-,-,-,-,0,+,-,-,0,-,0,+,+,-,+,+,0,-
cʲʷ,-,-,+,-,-,-,-,0,-,-,-,-,-,0,-,+,-,+,+,0,-
ɡʲʷ,-,-,+,-,-,-,-,0,+,-,-,-,-,0,-,+,-,+,+,0,-
kʲʷ,-,-,+,-,-,-,-,0,-,-,-,-,-,0,-,+,-,+,+,0,-
qʲʷ,-,-,+,-,-,-,-,0,-,-,-,-,-,0,-,+,-,+,+,0,-
ɖʲʷ,-,-,+,-,-,-,-,0,+,-,-,-,+,-,-,+,-,+,+,0,-
ɟʲʷ,-,-,+,-,-,-,-,0,+,-,-,-,-,0,-,+,-,+,+,0,-
ɠʲʷ,-,-,+,-,-,-,-,0,+,-,+,-,-,0,-,+,-,+,+,0,-
ɢʲʷ,-,-,+,-,-,-,-,0,+,-,-,-,-,0,-,+,-,+,+,0,-
ʄʲʷ,-,-,+,-,-,-,-,0,+,-,+,-,-,0,-,+,-,+,+,0,-
ʈʲʷ,-,-,+,-,-,-,-,-,-,-,-,-,+,-,-,+,-,+,+,0,-
ʛʲʷ,-,-,+,-,-,-,-,0,+,-,+,-,-,0,-,+,-,+,+,0,-
bʲʷ,-,-,+,-,-,-,-,0,+,-,-,+,-,0,+,+,-,+,+,0,-
b͡dʲʷ,-,-,+,-,-,-,-,0,+,-,-,+,+,-,+,+,-,+,+,0,-
dʲʷ,-,-,+,-,-,-,-,-,+,-,-,+,+,-,-,+,-,+,+,0,-
d̪ʲʷ,-,-,+,-,-,-,-,-,+,-,-,+,+,+,-,+,-,+,+,0,-
pʲʷ,-,-,+,-,-,-,-,0,-,-,-,+,-,0,+,+,-,+,+,0,-
p͡tʲʷ,-,-,+,-,-,-,-,0,-,-,-,+,+,-,+,+,-,+,+,0,-
tʲʷ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,+,+,0,-
t̪ʲʷ,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,+,+,0,-
ɓʲʷ,-,-,+,-,-,-,-,0,+,-,+,+,-,0,+,+,-,+,+,0,-
ɗʲʷ,-,-,+,-,-,-,-,-,+,-,+,+,+,-,-,+,-,+,+,0,-
b͡βʲʷ,-,-,+,-,+,-,-,0,+,-,-,0,-,0,+,+,0,+,+,0,-
k͡xʲʷ,-,-,+,-,+,-,-,0,-,-,-,0,-,0,-,+,-,+,+,0,-
p͡ɸʲʷ,-,-,+,-,+,-,-,0,-,-,-,0,-,0,+,+,0,+,+,0,-
q͡χʲʷ,-,-,+,-,+,-,-,0,-,-,-,0,-,0,-,+,-,+,+,0,-
ɡ͡ɣʲʷ,-,-,+,-,+,-,-,0,+,-,-,0,-,0,-,+,-,+,+,0,-
ɢ͡ʁʲʷ,-,-,+,-,+,-,-,0,+,-,-,0,-,0,-,+,-,+,+,0,-
c͡çʲʷ,-,-,+,-,+,-,-,-,-,-,-,-,+,+,-,+,-,+,+,0,-
d͡ʒʲʷ,-,-,+,-,+,-,-,+,+,-,-,-,+,+,-,+,-,+,+,0,-
t͡ʃʲʷ,-,-,+,-,+,-,-,+,-,-,-,-,+,+,-,+,-,+,+,0,-
ɖ͡ʐʲʷ,-,-,+,-,+,-,-,+,+,-,-,-,+,-,-,+,0,+,+,0,-
ɟ͡ʝʲʷ,-,-,+,-,+,-,-,0,+,-,-,-,+,+,-,+,-,+,+,0,-
ʈ͡ʂʲʷ,-,-,+,-,+,-,-,+,-,-,-,-,+,-,-,+,0,+,+,0,-
b͡vʲʷ,-,-,+,-,+,-,-,0,+,-,-,+,-,0,+,+,-,+,+,0,-
d̪͡z̪ʲʷ,-,-,+,-,+,-,-,+,+,-,-,+,+,+,-,+,0,+,+,0,-
d̪͡ðʲʷ,-,-,+,-,+,-,-,-,+,-,-,+,+,+,-,+,0,+,+,0,-
d̪͡ɮ̪ʲʷ,-,-,+,-,+,+,-,-,+,-,-,+,+,+,-,+,0,+,+,0,-
d͡zʲʷ,-,-,+,-,+,-,-,+,+,-,-,+,+,-,-,+,-,+,+,0,-
d͡ɮʲʷ,-,-,+,-,+,+,-,-,+,-,-,+,+,-,-,+,0,+,+,0,-
d͡ʑʲʷ,-,-,+,-,+,-,-,+,+,-,-,+,+,+,-,+,-,+,+,0,-
p͡fʲʷ,-,-,+,-,+,-,-,0,-,-,-,+,-,0,+,+,-,+,+,0,-
t̪͡s̪ʲʷ,-,-,+,-,+,-,-,+,-,-,-,+,+,+,-,+,0,+,+,0,-
t̪͡ɬ̪ʲʷ,-,-,+,-,+,+,-,-,-,-,-,+,+,+,-,+,0,+,+,0,-
t̪͡θʲʷ,-,-,+,-,+,-,-,-,-,-,-,+,+,+,-,+,0,+,+,0,-
t͡sʲʷ,-,-,+,-,+,-,-,+,-,-,-,+,+,-,-,+,-,+,+,0,-
t͡ɕʲʷ,-,-,+,-,+,-,-,+,-,-,-,+,+,+,-,+,-,+,+,0,-
t͡ɬʲʷ,-,-,+,-,+,+,-,-,-,-,-,+,+,-,-,+,0,+,+,0,-
xʲʷ,-,-,+,+,-,-,-,0,-,-,-,-,-,0,-,+,-,+,+,0,-
çʲʷ,-,-,+,+,-,-,-,0,-,-,-,-,-,0,-,+,-,+,+,0,-
ħʲʷ,-,-,+,+,-,-,-,0,-,-,-,-,-,0,-,+,+,+,+,0,-
ɣʲʷ,-,-,+,+,-,-,-,0,+,-,-,-,-,0,-,+,-,+,+,0,-
ʁʲʷ,-,-,+,+,-,-,-,0,+,-,-,-,-,0,-,+,-,+,+,0,-
ʂʲʷ,-,-,+,+,-,-,-,+,-,-,-,-,+,-,-,+,-,+,+,0,-
ʃʲʷ,-,-,+,+,-,-,-,+,-,-,-,-,+,+,-,+,-,+,+,0,-
ʐʲʷ,-,-,+,+,-,-,-,+,+,-,-,-,+,-,-,+,-,+,+,0,-
ʒʲʷ,-,-,+,+,-,-,-,+,+,-,-,-,+,+,-,+,-,+,+,0,-
ʕʲʷ,-,-,+,+,-,-,-,0,+,-,-,-,-,0,-,+,+,+,+,0,-
ʝʲʷ,-,-,+,+,-,-,-,0,+,-,-,-,-,0,-,+,-,+,+,0,-
χʲʷ,-,-,+,+,-,-,-,0,-,-,-,-,-,0,-,+,-,+,+,0,-
fʲʷ,-,-,+,+,-,-,-,0,-,-,-,+,-,0,+,+,-,+,+,0,-
sʲʷ,-,-,+,+,-,-,-,+,-,-,-,+,+,-,-,+,-,+,+,0,-
s̪ʲʷ,-,-,+,+,-,-,-,+,-,-,-,+,+,+,-,+,-,+,+,0,-
vʲʷ,-,-,+,+,-,-,-,0,+,-,-,+,-,0,+,+,-,+,+,0,-
zʲʷ,-,-,+,+,-,-,-,+,+,-,-,+,+,-,-,+,-,+,+,0,-
z̪ʲʷ,-,-,+,+,-,-,-,+,+,-,-,+,+,+,-,+,-,+,+,0,-
ðʲʷ,-,-,+,+,-,-,-,-,+,-,-,+,+,+,-,+,-,+,+,0,-
ɸʲʷ,-,-,+,+,-,-,-,0,-,-,-,+,-,0,+,+,-,+,+,0,-
βʲʷ,-,-,+,+,-,-,-,0,+,-,-,+,-,0,+,+,-,+,+,0,-
θʲʷ,-,-,+,+,-,-,-,-,-,-,-,+,+,+,-,+,-,+,+,0,-
ɧʲʷ,-,-,+,+,+,-,-,0,-,-,-,-,+,+,-,+,-,+,+,0,-
ɕʲʷ,-,-,+,+,+,-,-,+,-,-,-,+,+,+,-,+,-,+,+,0,-
ɬʲʷ,-,-,+,+,+,+,-,-,-,-,-,+,+,-,-,+,0,+,+,0,-
ɬ̪ʲʷ,-,-,+,+,+,+,-,-,-,-,-,+,+,+,-,+,0,+,+,0,-
ɮʲʷ,-,-,+,+,+,+,-,-,+,-,-,+,+,-,-,+,0,+,+,0,-
ʑʲʷ,-,-,+,+,+,-,-,+,+,-,-,+,+,+,-,+,-,+,+,0,-
ɱʲʷ,-,+,+,-,0,-,+,0,+,-,-,+,-,0,+,+,0,+,+,0,-
ʔʲʷ,-,+,-,-,-,-,-,0,-,-,+,-,-,0,-,+,-,+,+,0,-
ŋʲʷ,-,+,+,-,-,-,+,0,+,-,-,-,-,0,-,+,-,+,+,0,-
ɳʲʷ,-,+,+,-,-,-,+,-,+,-,-,-,+,0,-,+,-,+,+,0,-
ɴʲʷ,-,+,+,-,-,-,+,0,+,-,-,-,-,0,-,+,-,+,+,0,-
mʲʷ,-,+,+,-,-,-,+,0,+,-,-,+,-,0,+,+,-,+,+,0,-
nʲʷ,-,+,+,-,-,-,+,-,+,-,-,+,+,-,-,+,-,+,+,0,-
n̪ʲʷ,-,+,+,-,-,-,+,-,+,-,-,+,+,+,-,+,-,+,+,0,-
ɲʲʷ,-,+,+,-,-,-,+,-,+,-,-,+,-,0,-,+,-,+,+,0,-
ɥʲʷ,-,+,-,+,0,-,-,0,+,-,-,0,-,0,+,+,-,+,+,+,-
ɰʲʷ,-,+,-,+,0,-,-,0,+,-,-,0,-,0,-,+,-,+,+,+,-
ʋʲʷ,-,+,-,+,0,-,-,0,+,-,-,+,-,0,+,+,0,+,+,0,-
ʀʲʷ,-,+,+,+,0,-,-,0,+,-,-,0,-,0,-,+,-,+,+,0,-
ʙʲʷ,-,+,+,+,0,-,-,0,+,-,-,+,-,0,+,+,0,+,+,0,-
ʟʲʷ,-,+,+,+,0,+,-,0,+,-,-,0,-,0,-,+,-,+,+,0,-
ɭʲʷ,-,+,+,+,0,+,-,-,+,-,-,-,+,-,-,+,0,+,+,0,-
ɽʲʷ,-,+,+,+,0,-,-,-,+,-,-,-,+,-,-,+,0,+,+,0,-
ʎʲʷ,-,+,+,+,0,+,-,0,+,-,-,-,+,+,-,+,-,+,+,0,-
rʲʷ,-,+,+,+,0,-,-,-,+,-,-,+,+,-,-,+,0,+,+,0,-
r̪ʲʷ,-,+,+,+,0,-,-,-,+,-,-,+,+,+,-,+,0,+,+,0,-
ɫʲʷ,-,+,+,+,0,+,-,-,+,-,-,+,+,-,-,+,-,+,+,0,-
ɺʲʷ,-,+,+,+,0,+,-,-,+,-,-,+,+,-,-,+,0,+,+,0,-
ɾʲʷ,-,+,+,+,0,-,-,-,+,-,-,+,+,-,-,+,0,+,+,0,-
ʍʲʷ,-,+,-,+,-,-,-,0,-,-,-,-,-,0,+,+,-,+,+,0,-
hʲʷ,-,+,+,+,-,-,-,-,-,-,-,-,-,0,-,+,-,+,+,0,-
jʲʷ,-,+,-,+,-,-,-,0,+,-,-,-,-,0,-,+,-,+,+,0,-
wʲʷ,-,+,-,+,-,-,-,0,+,-,-,-,-,0,+,+,-,+,+,0,-
ɹʲʷ,-,+,-,+,-,-,-,-,+,-,-,-,+,-,-,+,-,+,+,0,-
ɻʲʷ,-,+,-,+,-,-,-,-,+,-,-,-,+,-,-,+,-,+,+,0,-
lʲʷ,-,+,+,+,-,+,-,-,+,-,-,+,+,-,-,+,-,+,+,0,-
l̪ʲʷ,-,+,+,+,-,+,-,-,+,-,-,+,+,+,-,+,-,+,+,0,-
ɦʲʷ,-,+,+,+,-,-,+,0,-,-,-,-,-,0,-,+,-,+,+,0,-
k͡pʲː,-,-,+,-,-,-,-,0,-,-,-,0,-,0,+,+,-,-,-,0,+
ɡ͡bʲː,-,-,+,-,-,-,-,0,+,-,-,0,-,0,+,+,-,-,-,0,+
cʲː,-,-,+,-,-,-,-,0,-,-,-,-,-,0,-,+,-,-,-,0,+
ɡʲː,-,-,+,-,-,-,-,0,+,-,-,-,-,0,-,+,-,-,-,0,+
kʲː,-,-,+,-,-,-,-,0,-,-,-,-,-,0,-,+,-,-,-,0,+
qʲː,-,-,+,-,-,-,-,0,-,-,-,-,-,0,-,+,-,-,-,0,+
ɖʲː,-,-,+,-,-,-,-,0,+,-,-,-,+,-,-,+,-,-,-,0,+
ɟʲː,-,-,+,-,-,-,-,0,+,-,-,-,-,0,-,+,-,-,-,0,+
ɠʲː,-,-,+,-,-,-,-,0,+,-,+,-,-,0,-,+,-,-,-,0,+
ɢʲː,-,-,+,-,-,-,-,0,+,-,-,-,-,0,-,+,-,-,-,0,+
ʄʲː,-,-,+,-,-,-,-,0,+,-,+,-,-,0,-,+,-,-,-,0,+
ʈʲː,-,-,+,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,0,+
ʛʲː,-,-,+,-,-,-,-,0,+,-,+,-,-,0,-,+,-,-,-,0,+
bʲː,-,-,+,-,-,-,-,0,+,-,-,+,-,0,+,+,-,-,-,0,+
b͡dʲː,-,-,+,-,-,-,-,0,+,-,-,+,+,-,+,+,-,-,-,0,+
dʲː,-,-,+,-,-,-,-,-,+,-,-,+,+,-,-,+,-,-,-,0,+
d̪ʲː,-,-,+,-,-,-,-,-,+,-,-,+,+,+,-,+,-,-,-,0,+
pʲː,-,-,+,-,-,-,-,0,-,-,-,+,-,0,+,+,-,-,-,0,+
p͡tʲː,-,-,+,-,-,-,-,0,-,-,-,+,+,-,+,+,-,-,-,0,+
tʲː,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,-,-,0,+
t̪ʲː,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,-,-,0,+
ɓʲː,-,-,+,-,-,-,-,0,+,-,+,+,-,0,+,+,-,-,-,0,+
ɗʲː,-,-,+,-,-,-,-,-,+,-,+,+,+,-,-,+,-,-,-,0,+
b͡βʲː,-,-,+,-,+,-,-,0,+,-,-,0,-,0,+,+,0,-,-,0,+
k͡xʲː,-,-,+,-,+,-,-,0,-,-,-,0,-,0,-,+,-,-,-,0,+
p͡ɸʲː,-,-,+,-,+,-,-,0,-,-,-,0,-,0,+,+,0,-,-,0,+
q͡χʲː,-,-,+,-,+,-,-,0,-,-,-,0,-,0,-,+,-,-,-,0,+
ɡ͡ɣʲː,-,-,+,-,+,-,-,0,+,-,-,0,-,0,-,+,-,-,-,0,+
ɢ͡ʁʲː,-,-,+,-,+,-,-,0,+,-,-,0,-,0,-,+,-,-,-,0,+
