segment,tone,stress,syllabic,short,long,consonantal,sonorant,continuant,delayedRelease,approximant,tap,trill,nasal,lateral,labial,round,labiodental,coronal,anterior,distributed,strident,dorsal,high,low,front,back,tense,retractedTongueRoot,advancedTongueRoot,periodicGlottalSource,epilaryngealSource,spreadGlottis,constrictedGlottis,fortis,raisedLarynxEjective,loweredLarynxImplosive,click
e̞o̞,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,-,-,"+,-","-,+",+,-,-,+,-,-,-,0,-,-,0
ɮʲ,0,-,-,-,-,+,-,+,+,-,-,-,-,+,-,0,0,+,+,-,-,+,+,-,+,+,0,0,0,+,-,-,-,-,-,-,-
n̠d,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,+,-,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
s̪ˤ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,+,+,-,0,0,0,0,0,+,-,-,-,-,-,-,-,-,-
kǀ͓ʰ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,+,-,+,+,-,-,-,0,0,0,-,-,+,-,-,-,-,+
ḛ̃,0,-,+,-,-,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,-,-,+,-,+,-,-,+,-,-,+,0,-,-,0
s̪ʰ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,+,+,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
s̪ʷ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,+,0,+,+,+,+,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
ᶑʼ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,-,-,-,0,0,0,0,0,0,0,+,-,-,+,-,+,+,-
o̞ˤ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,+,+,-,+,-,-,-,0,-,-,0
ɺ̪,0,-,-,-,-,+,+,+,0,+,+,-,-,+,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
tˀ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,-,+,-,-,-,-
tːs,0,-,-,-,+,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
üː,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,-,-,-,-,+,-,-,-,0,-,-,0
ɔ̝,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,-,-,-,+,-,-,-,0,-,-,0
tʲʼ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,+,+,-,+,+,0,0,0,-,-,-,+,-,+,-,-
ɔ̆,0,-,+,+,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,-,-,-,+,-,-,-,0,-,-,0
fʼ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,-,+,-,0,0,0,-,0,0,0,0,0,0,0,-,-,-,+,-,+,-,-
kǁʼ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,+,+,-,-,-,0,0,0,-,-,-,+,-,+,-,+
æi,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"-,+","+,-",+,-,+,-,-,+,-,-,-,0,-,-,0
t̺,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
ɡǂ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,-,-,0,0,0,+,-,-,-,-,-,-,+
ŋǁ͓,0,-,-,-,-,+,-,-,+,-,-,-,+,-,-,0,0,+,+,-,-,+,+,-,-,-,0,0,0,+,-,-,-,-,-,-,+
ʄ̥,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,-,-,+,-,-,-,+,-
nsʷ,0,-,-,-,-,+,"+,-","-,+",+,-,-,-,"+,-",-,+,+,0,+,+,-,"-,+",-,0,0,0,0,0,0,0,"+,-",-,-,-,-,-,-,-
mʷˠ,0,-,-,-,-,+,+,-,0,-,-,-,+,-,+,+,-,-,0,0,0,+,+,-,-,+,0,0,0,+,-,-,-,-,-,-,-
*R̪̰,0,-,-,-,-,+,+,+,0,+,0,0,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,+,-,-,+,-,-,-,-
˦↓˦,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ɵː,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,-,+,-,-,+,-,-,-,0,-,-,0
bz,0,-,-,-,-,+,-,"-,+","-,+",-,-,-,-,-,"+,-",-,-,"-,+",+,-,+,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
ɬʼ,0,-,-,-,-,+,-,+,+,-,-,-,-,+,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,-,+,-,+,-,-
ɡ̟,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
œ̃,0,-,+,-,-,-,+,+,0,+,-,-,+,-,+,+,-,-,0,0,0,+,-,-,+,-,-,-,-,+,-,-,-,0,-,-,0
n̪d̪z̪,0,-,-,-,-,+,"+,-",-,+,-,-,-,"+,-",-,-,0,0,+,+,+,+,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
ŋ̥ǀ͓ˀ,0,-,-,-,-,+,-,-,+,-,-,-,+,-,-,0,0,+,+,+,-,+,+,-,-,-,0,0,0,-,-,-,+,-,-,-,+
ˀd,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,+,-,-,-,-
ɟ̤,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,+,-,-,-,-,-
ɪ̃ː,0,-,+,-,+,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,+,-,+,-,-,-,-,+,-,-,-,0,-,-,0
lʼ,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,+,-,+,-,-
d̻z̻,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,+,+,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
l̩,0,-,+,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
t̪s̪ʷʰ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,+,+,0,+,+,+,+,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
t̪s̪ʷʼ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,+,+,0,+,+,+,+,-,0,0,0,0,0,0,0,-,-,-,+,-,+,-,-
ɵ̞̆,0,-,+,+,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,-,+,-,-,+,-,-,-,0,-,-,0
ø̞ː,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,+,-,+,-,-,+,-,-,-,0,-,-,0
ndʑ,0,-,-,-,-,+,"+,-",-,+,-,-,-,"+,-",-,-,0,0,+,+,+,+,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
ŋɣ,0,-,-,-,-,+,"+,-","-,+",+,-,-,-,"+,-",-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,+,-,-,-,-,-,-,-
e̞u,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,"-,+",-,"+,-","-,+",+,-,-,+,-,-,-,0,-,-,0
cʼː,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,-,-,-,+,-,+,-,-
ɟ̰,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,+,-,-,-,-
ɲc,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,"+,-",-,-,-,-,-,-,-
ə̰,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,-,-,-,-,+,-,-,+,0,-,-,0
tç,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,"+,-","-,+",-,"-,+",+,-,+,-,0,0,0,-,-,-,-,-,-,-,-
r̪ʲ,0,-,-,-,-,+,+,+,0,+,-,+,-,-,-,0,0,+,+,+,-,+,+,-,+,+,0,0,0,+,-,-,-,-,-,-,-
c̤,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,-,-,+,-,-,-,-,-
c̰,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,-,-,-,+,-,-,-,-
qχʷ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,+,+,0,-,0,0,0,+,-,-,-,+,0,0,0,-,-,-,-,-,-,-,-
ɟʲ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,+,0,0,0,+,-,-,-,-,-,-,-
ŋǃ̠,0,-,-,-,-,+,-,-,-,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,-,-,0,0,0,+,-,-,-,-,-,-,+
ɬ̪ː,0,-,-,-,+,+,-,+,+,-,-,-,-,+,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
tsʷʰ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,+,+,0,+,+,-,+,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
cʲ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-
ɡbː,0,-,-,-,+,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,+,+,-,-,-,0,0,0,+,-,-,-,-,-,-,-
˥̰,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,+,0,0,0,0
ɡbʷ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,-,0,0,0,+,-,-,-,-,-,-,-
bʷˠ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,0,0,0,+,-,-,-,-,-,-,-
dʑᶣ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,+,+,0,+,+,+,+,+,+,-,+,+,0,0,0,+,-,-,-,-,-,-,-
ʊ̙ː,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,-,+,-,+,-,-,-,0,-,-,0
l̪ː,0,-,-,-,+,+,+,+,0,+,-,-,-,+,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
ʁʷˤ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,+,0,-,0,0,0,+,-,-,-,+,0,+,-,+,-,-,-,-,-,-,-
ɲᶣ,0,-,-,-,-,+,+,-,0,-,-,-,+,-,+,+,0,+,-,+,-,+,+,-,+,+,0,0,0,+,-,-,-,-,-,-,-
t̪ɦ,0,-,-,-,-,"+,-",-,"-,+","-,+",-,-,-,-,-,-,0,0,"+,-",+,+,-,-,0,0,0,0,0,0,0,"-,+",-,"-,+",-,-,-,-,-
˥˧,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uai,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-,-",+,-,-,0,0,0,+,"+,-,+","-,+,-","-,+","+,-,-",+,-,-,+,-,-,-,0,-,-,0
nzʷ,0,-,-,-,-,+,"+,-","-,+",+,-,-,-,"+,-",-,+,+,0,+,+,-,"-,+",-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
r̝,0,-,-,-,-,+,+,+,0,+,-,+,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
ɣʲ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,+,0,0,0,+,-,-,-,-,-,-,-
ʈʰː,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,+,-,-,-,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
ʉ̃,0,-,+,-,-,-,+,+,0,+,-,-,+,-,+,+,-,-,0,0,0,+,+,-,-,-,+,-,-,+,-,-,-,0,-,-,0
ɔ̃ĩ,0,-,+,-,-,-,+,+,0,+,-,-,+,-,"+,-",+,-,-,0,0,0,+,"-,+",-,"-,+","+,-","-,+",-,-,+,-,-,-,0,-,-,0
˨˦˧,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ŋ̥ʷ,0,-,-,-,-,+,+,-,0,-,-,-,+,-,+,+,0,-,0,0,0,+,+,-,-,-,0,0,0,-,-,+,-,-,-,-,-
ŋ̥ʲ,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,-,0,0,0,+,+,-,+,+,0,0,0,-,-,+,-,-,-,-,-
n̠d̠ʒʷ,0,-,-,-,-,+,"+,-",-,+,-,-,-,"+,-",-,+,+,0,+,-,+,+,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
æ̤ː,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,+,-,0,-,-,+,-,+,-,0,-,-,0
uaː,0,-,+,-,+,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,"+,-","-,+",-,"+,-",+,-,-,+,-,-,-,0,-,-,0
mɓ,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,+,-,-,-,-,-,"-,+",-
ŋ̤ǃ,0,-,-,-,-,+,-,-,-,-,-,-,+,-,-,0,0,+,+,-,-,+,+,-,-,-,0,0,0,+,-,+,-,-,-,-,+
t̪s,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,+,+,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
ṳˑ,0,-,+,+,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,+,-,-,+,-,+,-,0,-,-,0
mʼ,0,-,-,-,-,+,+,-,0,-,-,-,+,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,+,-,-,+,-,+,-,-
ʰn̪,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,+,-,+,-,-,-,-,-
ŋkʲ,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,-,0,0,0,+,+,-,+,+,0,0,0,"+,-",-,-,-,-,-,-,-
n̪ʷ,0,-,-,-,-,+,+,-,0,-,-,-,+,-,+,+,0,+,+,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
ɽ̩,0,-,+,-,-,+,+,+,0,+,+,-,-,-,-,0,0,+,-,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
d̤̥,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
dl,0,-,-,-,-,+,"-,+","-,+",-,"-,+",-,-,-,"-,+",-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
˨˩,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dx,0,-,-,-,-,+,-,"-,+","-,+",-,-,-,-,-,-,0,0,"+,-",+,-,-,"-,+",+,-,-,-,0,0,0,"+,-",-,-,-,-,-,-,-
ɪˤ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,-,+,-,+,-,-,-,0,-,-,0
ʃ͈ː,0,-,-,-,+,+,-,+,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,0,0,-,-,-,-,+,-,-,-
n̠t̠ʃʼ,0,-,-,-,-,+,"+,-",-,+,-,-,-,"+,-",-,-,0,0,+,-,+,+,-,0,0,0,0,0,0,0,-,-,-,+,-,+,-,-
n̪ː,0,-,-,-,+,+,+,-,0,-,-,-,+,-,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
l̥ˠ,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,-,-,+,+,-,-,+,0,0,0,-,-,+,-,-,-,-,-
ɾ̥ˠ,0,-,-,-,-,+,+,+,0,+,+,-,-,-,-,0,0,+,+,-,-,+,+,-,-,+,0,0,0,-,-,+,-,-,-,-,-
a̤ˑ,0,-,+,+,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,-,-,0,-,-,+,-,+,-,0,-,-,0
l̥ʲ,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,-,-,+,+,-,+,+,0,0,0,-,-,+,-,-,-,-,-
ɗʒ,0,-,-,-,-,+,-,"-,+","-,+",-,-,-,-,-,-,0,0,+,"+,-","-,+","-,+",-,0,0,0,0,0,0,0,+,-,-,-,-,-,"+,-",-
t͈ː,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,-,-,+,-,-,-
ɗʷ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,+,-
ɕᶣ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,+,0,+,+,+,+,+,+,-,+,+,0,0,0,-,-,-,-,-,-,-,-
nˠ,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,+,+,-,-,+,0,0,0,+,-,-,-,-,-,-,-
e̤ˑ,0,-,+,+,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,+,-,+,-,-,+,-,+,-,0,-,-,0
ʎ̟,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
ɨa,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"+,-","-,+",-,-,+,-,-,+,-,-,-,0,-,-,0
nʼ,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,+,-,+,-,-
io,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,"+,-",-,"+,-","-,+",+,-,-,+,-,-,-,0,-,-,0
nɟ,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,+,"+,-","-,+",-,"-,+",+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
ɪ̤,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,-,-,-,+,-,+,-,0,-,-,0
ɪ̙,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,-,+,-,+,-,-,-,0,-,-,0
wʰ,0,-,-,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,+,0,0,+,-,+,-,-,-,-,-
b̤̥,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
dɾ,0,-,-,-,-,+,"-,+","-,+",-,"-,+","-,+",-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
t̪n̪,0,-,-,-,-,+,"-,+",-,-,-,-,-,"-,+",-,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,"-,+",-,-,-,-,-,-,-
dʼ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,+,-,+,-,-
kǁx,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,+,+,-,-,-,0,0,0,-,-,-,-,-,-,-,+
dˠ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,+,+,-,-,+,0,0,0,+,-,-,-,-,-,-,-
ɡǂx,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,-,-,0,0,0,+,-,-,-,-,-,-,+
i̜,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,-,-,+,-,-,-,0,-,-,0
dˀ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,+,-,-,-,-
ʙ,0,-,-,-,-,+,+,+,0,+,-,+,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
mbv,0,-,-,-,-,+,"+,-",-,+,-,-,-,"+,-",-,+,-,+,-,0,0,0,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
ɡ̤̥,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,-,-,+,-,-,-,-,-
ɒ̤,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,+,-,+,0,-,-,+,-,+,-,0,-,-,0
ɨə,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"+,-",-,-,-,"+,-",-,-,+,-,-,-,0,-,-,0
ɒ̆,0,-,+,+,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,+,-,+,0,-,-,+,-,-,-,0,-,-,0
w̥,0,-,-,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,+,0,0,-,-,+,-,-,-,-,-
qχʷʼ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,+,+,0,-,0,0,0,+,-,-,-,+,0,0,0,-,-,-,+,-,+,-,-
nh,0,-,-,-,-,"+,-","+,-","-,+",+,-,-,-,"+,-",-,-,0,0,"+,-",+,-,-,-,0,0,0,0,0,0,0,"+,-",-,"-,+",-,-,-,-,-
nl,0,-,-,-,-,+,+,"-,+",0,"-,+",-,-,"+,-","-,+",-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
iɔ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,"+,-",-,"+,-","-,+","+,-",-,-,+,-,-,-,0,-,-,0
b̤ʲ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,+,+,-,+,+,0,0,0,+,-,+,-,-,-,-,-
nr,0,-,-,-,-,+,+,"-,+",0,"-,+",-,"-,+","+,-",-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
ɥ̥,0,-,-,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,+,-,+,0,0,-,-,+,-,-,-,-,-
ħʷ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,+,0,-,0,0,0,+,-,+,-,+,0,0,0,-,-,-,-,-,-,-,-
eˠ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,+,+,-,-,+,-,-,-,0,-,-,0
ʃʷː,0,-,-,-,+,+,-,+,+,-,-,-,-,-,+,+,0,+,-,+,+,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
iã,0,-,+,-,-,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,"+,-","-,+","+,-",-,+,-,-,+,-,-,-,0,-,-,0
ɡǀ͓,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,+,-,+,+,-,-,-,0,0,0,+,-,-,-,-,-,-,+
eɪ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"-,+",-,+,-,"+,-",-,-,+,-,-,-,0,-,-,0
i̤ˑ,0,-,+,+,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,-,-,+,-,+,-,0,-,-,0
ɡǁx,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,+,+,-,-,-,0,0,0,+,-,-,-,-,-,-,+
ə̰̃,0,-,+,-,-,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,-,-,-,-,-,-,-,+,-,-,+,0,-,-,0
çʲ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,+,0,0,0,-,-,-,-,-,-,-,-
˩̰,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,+,0,0,0,0
ɡ̃,0,-,-,-,-,+,-,-,-,-,-,-,+,-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,+,-,-,-,-,-,-,-
tʰʷ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
kǀx,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,+,+,-,-,-,0,0,0,-,-,-,-,-,-,-,+
ʁː,0,-,-,-,+,+,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,0,0,+,-,-,-,-,-,-,-
ʁˤ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,+,-,+,-,-,-,-,-,-,-
e̠,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,-,+,0,+,-,-,+,-,+,-,-,+,-,-,-,0,-,-,0
ĕ,0,-,+,+,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,+,-,+,-,-,+,-,-,-,0,-,-,0
n̥ʲ,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,+,+,-,+,+,0,0,0,-,-,+,-,-,-,-,-
n̪t̪s̪,0,-,-,-,-,+,"+,-",-,+,-,-,-,"+,-",-,-,0,0,+,+,+,+,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
ʂ͇,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,-,-,+,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
n̥ˠ,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,+,+,-,-,+,0,0,0,-,-,+,-,-,-,-,-
